"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200
2908,0.327930319,0.327394024,0.326323199,0.324721389,0.322593951,0.319948103,0.316792979,0.313139705,0.309001476,0.30439365,0.299333837,0.293841992,0.287940508,0.281654294,0.275010851,0.26804032,0.260775521,0.253251949,0.245507752,0.237583669,0.229522918,0.221371051,0.213175755,0.204986604,0.196854757,0.188832615,0.180973419,0.173330809,0.165958342,0.158908975,0.15223452,0.14598509,0.140208523,0.134949829,0.13025063,0.126148645,0.122677197,0.119864778,0.117734666,0.116304603,0.115586558
2909,0.327894593,0.327358513,0.326288117,0.32468695,0.322560367,0.319915581,0.316761725,0.31310992,0.308973356,0.304367386,0.299309612,0.293819981,0.287920876,0.281637198,0.274996434,0.268028714,0.26076684,0.253246295,0.245505211,0.237584305,0.229526779,0.221378165,0.213186128,0.205000221,0.196871584,0.188852594,0.180996471,0.173356835,0.165987222,0.158940568,0.152268668,0.146021617,0.140247238,0.134990525,0.130293088,0.126192634,0.122722477,0.119911101,0.117781775,0.11635224,0.11563446
2910,0.327858882,0.327323017,0.32625305,0.324652525,0.322526795,0.319883071,0.316730483,0.313080145,0.308945246,0.304341131,0.299285394,0.293797976,0.28790125,0.281620106,0.27498202,0.268017108,0.26075816,0.253240641,0.245502666,0.237584936,0.229530634,0.221385271,0.213196492,0.205013829,0.1968884,0.188872561,0.181019511,0.173382847,0.166016086,0.158972145,0.1523028,0.146058128,0.140285936,0.135031204,0.130335529,0.126236605,0.122767739,0.119957405,0.117828867,0.116399859,0.115682343
2911,0.327823184,0.327287534,0.326217997,0.324618113,0.322493236,0.319850574,0.316699252,0.313050382,0.308917147,0.304314885,0.299261185,0.293775978,0.28788163,0.281603018,0.274967608,0.268005503,0.260749479,0.253234984,0.245500118,0.237585563,0.229534483,0.22139237,0.213206848,0.205027427,0.196905205,0.188892516,0.181042537,0.173408845,0.166044936,0.159003707,0.152336916,0.146094622,0.140324617,0.135071866,0.130377952,0.12628056,0.122812984,0.120003692,0.117875941,0.11644746,0.115730209
2912,0.327787501,0.327252066,0.326182957,0.324583715,0.322459691,0.319818089,0.316668033,0.31302063,0.308889057,0.304288648,0.299236983,0.293753987,0.287862015,0.281585934,0.274953199,0.2679939,0.260740797,0.253229326,0.245497567,0.237586186,0.229538326,0.221399461,0.213217194,0.205041015,0.196921999,0.188912458,0.18106555,0.173434829,0.166073771,0.159035254,0.152371016,0.1461311,0.140363282,0.135112511,0.130420358,0.126324497,0.122858211,0.120049961,0.117922997,0.116495044,0.115778058
2913,0.327751833,0.327216612,0.326147931,0.324549331,0.322426158,0.319785617,0.316636826,0.312990889,0.308860978,0.304262419,0.299212789,0.293732003,0.287842405,0.281568855,0.274938793,0.267982298,0.260732116,0.253223666,0.245495012,0.237586803,0.229542163,0.221406545,0.213227532,0.205054593,0.196938782,0.188932389,0.18108855,0.173460799,0.166102591,0.159066785,0.152405101,0.146167562,0.14040193,0.135153139,0.130462747,0.126368416,0.122903421,0.120096213,0.117970036,0.11654261,0.115825889
2914,0.327716178,0.327181172,0.32611292,0.32451496,0.322392639,0.319753157,0.31660563,0.312961158,0.308832908,0.3042362,0.299188603,0.293710024,0.2878228,0.281551779,0.274924389,0.267970697,0.260723434,0.253218004,0.245492455,0.237587416,0.229545994,0.221413621,0.213237862,0.205068162,0.196955553,0.188952307,0.181111537,0.173486755,0.166131397,0.159098301,0.152439169,0.146204007,0.140440561,0.135193749,0.130505119,0.126412318,0.122948613,0.120142447,0.118017057,0.116590159,0.115873702
2915,0.327680538,0.327145746,0.326077922,0.324480603,0.322359133,0.31972071,0.316574447,0.312931439,0.308804848,0.30420999,0.299164425,0.293688053,0.287803201,0.281534707,0.274909989,0.267959098,0.260714752,0.253212341,0.245489894,0.237588024,0.229549819,0.221420691,0.213248182,0.20508172,0.196972314,0.188972214,0.18113451,0.173512697,0.166160188,0.159129802,0.152473221,0.146240436,0.140479175,0.135234343,0.130547473,0.126456203,0.122993788,0.120188664,0.118064061,0.11663769,0.115921497
2916,0.327644913,0.327110334,0.326042938,0.324446259,0.322325639,0.319688275,0.316543275,0.31290173,0.308776798,0.304183789,0.299140255,0.293666088,0.287783608,0.281517639,0.27489559,0.267947499,0.26070607,0.253206676,0.24548733,0.237588628,0.229553638,0.221427752,0.213258494,0.205095268,0.196989063,0.188992108,0.181157471,0.173538625,0.166188964,0.159161287,0.152507258,0.146276849,0.140517773,0.13527492,0.130589811,0.12650007,0.123038946,0.120234863,0.118111047,0.116685203,0.115969275
2917,0.327609301,0.327074937,0.326007968,0.324411928,0.322292159,0.319655853,0.316512115,0.312872033,0.308748759,0.304157596,0.299116092,0.29364413,0.287764019,0.281500576,0.274881195,0.267935902,0.260697388,0.253201009,0.245484763,0.237589227,0.229557451,0.221434807,0.213268797,0.205108806,0.197005802,0.18901199,0.181180419,0.17356454,0.166217726,0.159192757,0.152541278,0.146313245,0.140556354,0.13531548,0.130632131,0.12654392,0.123084085,0.120281044,0.118158015,0.116732699,0.116017035
2918,0.327573704,0.327039554,0.325973012,0.324377612,0.322258692,0.319623443,0.316480966,0.312842346,0.308720729,0.304131413,0.299091938,0.293622179,0.287744436,0.281483516,0.274866802,0.267924306,0.260688705,0.25319534,0.245482193,0.237589822,0.229561257,0.221441854,0.213279092,0.205122335,0.197022529,0.189031859,0.181203353,0.17359044,0.166246473,0.159224211,0.152575283,0.146349625,0.140594918,0.135356023,0.130674434,0.126587753,0.123129208,0.120327208,0.118204966,0.116780177,0.116064777
2919,0.327538121,0.327004184,0.32593807,0.324343308,0.322225238,0.319591045,0.316449829,0.31281267,0.308692709,0.304105238,0.299067791,0.293600234,0.287724859,0.28146646,0.274852411,0.267912712,0.260680023,0.25318967,0.24547962,0.237590412,0.229565058,0.221448893,0.213289378,0.205135854,0.197039246,0.189051717,0.181226274,0.173616326,0.166275205,0.15925565,0.152609272,0.146385989,0.140633466,0.135396549,0.130716719,0.126631568,0.123174313,0.120373354,0.118251899,0.116827637,0.116112502
2920,0.327502552,0.326968829,0.325903141,0.324309019,0.322191796,0.31955866,0.316418704,0.312783005,0.308664699,0.304079073,0.299043652,0.293578296,0.287705286,0.281449409,0.274838024,0.267901118,0.26067134,0.253183999,0.245477044,0.237590998,0.229568853,0.221455926,0.213299655,0.205149362,0.197055951,0.189071563,0.181249183,0.173642199,0.166303922,0.159287074,0.152643245,0.146422336,0.140671997,0.135437058,0.130758988,0.126675366,0.1232194,0.120419483,0.118298814,0.11687508,0.116160209
2921,0.327466997,0.326933488,0.325868227,0.324274742,0.322158368,0.319526287,0.316387591,0.312753351,0.3086367,0.304052916,0.299019521,0.293556365,0.28768572,0.281432361,0.274823639,0.267889526,0.260662656,0.253178325,0.245474464,0.237591578,0.229572642,0.221462951,0.213309924,0.205162861,0.197072645,0.189091396,0.181272078,0.173668057,0.166332625,0.159318483,0.152677202,0.146458667,0.140710511,0.13547755,0.130801239,0.126719147,0.12326447,0.120465595,0.118345712,0.116922505,0.116207899
2922,0.327431457,0.326898161,0.325833326,0.32424048,0.322124953,0.319493927,0.316356489,0.312723708,0.30860871,0.304026769,0.298995398,0.29353444,0.287666158,0.281415318,0.274809257,0.267877935,0.260653973,0.25317265,0.245471882,0.237592155,0.229576425,0.221469968,0.213320184,0.20517635,0.197089328,0.189111218,0.18129496,0.173693902,0.166361313,0.159349876,0.152711143,0.146494982,0.140749008,0.135518025,0.130843473,0.12676291,0.123309522,0.120511688,0.118392593,0.116969912,0.11625557
2923,0.327395931,0.326862848,0.325798439,0.32420623,0.322091551,0.319461579,0.316325399,0.312694076,0.30858073,0.30400063,0.298971282,0.293512521,0.287646602,0.281398279,0.274794877,0.267866346,0.26064529,0.253166973,0.245469296,0.237592727,0.229580202,0.221476979,0.213330435,0.205189829,0.197106001,0.189131027,0.18131783,0.173719733,0.166389987,0.159381254,0.152745068,0.14653128,0.140787489,0.135558483,0.13088569,0.126806656,0.123354557,0.120557764,0.118439455,0.117017302,0.116303225
2924,0.327360419,0.32682755,0.325763566,0.324171995,0.322058162,0.319429243,0.316294321,0.312664454,0.30855276,0.3039745,0.298947175,0.29349061,0.287627051,0.281381243,0.2747805,0.267854757,0.260636606,0.253161295,0.245466707,0.237593294,0.229583974,0.221483982,0.213340678,0.205203299,0.197122662,0.189150825,0.181340686,0.17374555,0.166418646,0.159412617,0.152778978,0.146567562,0.140825953,0.135598924,0.13092789,0.126850384,0.123399575,0.120603823,0.118486301,0.117064674,0.116350861
2925,0.327324921,0.326792265,0.325728707,0.324137772,0.322024786,0.31939692,0.316263254,0.312634843,0.3085248,0.30394838,0.298923075,0.293468705,0.287607506,0.281364212,0.274766126,0.26784317,0.260627922,0.253155615,0.245464115,0.237593857,0.229587739,0.221490978,0.213350912,0.205216758,0.197139313,0.18917061,0.181363529,0.173771353,0.16644729,0.159443964,0.152812872,0.146603828,0.140864401,0.135639348,0.130970072,0.126894095,0.123444575,0.120649864,0.118533128,0.117112029,0.11639848
2926,0.327289437,0.326756994,0.325693862,0.324103563,0.321991422,0.319364609,0.316232199,0.312605244,0.30849685,0.303922268,0.298898983,0.293446807,0.287587966,0.281347185,0.274751754,0.267831584,0.260619238,0.253149933,0.24546152,0.237594415,0.229591498,0.221497966,0.213361138,0.205230208,0.197155952,0.189190384,0.18138636,0.173797142,0.16647592,0.159475296,0.15284675,0.146640078,0.140902832,0.135679755,0.131012237,0.126937789,0.123489558,0.120695887,0.118579938,0.117159366,0.116446081
2927,0.327253968,0.326721738,0.32565903,0.324069368,0.321958072,0.319332311,0.316201156,0.312575655,0.30846891,0.303896165,0.298874899,0.293424915,0.287568431,0.281330162,0.274737385,0.26782,0.260610554,0.25314425,0.245458922,0.237594969,0.229595252,0.221504948,0.213371355,0.205243648,0.19717258,0.189210145,0.181409177,0.173822918,0.166504535,0.159506613,0.152880612,0.146676311,0.140941246,0.135720146,0.131054386,0.126981466,0.123534523,0.120741893,0.11862673,0.117206685,0.116493665
2928,0.327218513,0.326686495,0.325624213,0.324035186,0.321924735,0.319300025,0.316170125,0.312546077,0.308440979,0.303870071,0.298850822,0.29340303,0.287548902,0.281313143,0.274723019,0.267808417,0.260601869,0.253138565,0.245456321,0.237595518,0.229598999,0.221511922,0.213381564,0.205257078,0.197189198,0.189229895,0.181431981,0.173848679,0.166533136,0.159537915,0.152914458,0.146712528,0.140979644,0.135760519,0.131096517,0.127025125,0.12357947,0.120787882,0.118673505,0.117253987,0.116541231
2929,0.327183072,0.326651267,0.325589409,0.324001017,0.321891411,0.319267751,0.316139105,0.31251651,0.308413059,0.303843986,0.298826754,0.293381152,0.287529378,0.281296128,0.274708656,0.267796835,0.260593185,0.253132879,0.245453717,0.237596063,0.229602741,0.221518889,0.213391764,0.205270498,0.197205805,0.189249632,0.181454773,0.173874427,0.166561721,0.159569201,0.152948289,0.146748729,0.141018024,0.135800875,0.13113863,0.127068766,0.123624401,0.120833853,0.118720262,0.117301271,0.116588779
2930,0.327147645,0.326616052,0.325554619,0.323966862,0.321858099,0.31923549,0.316108096,0.312486953,0.308385149,0.30381791,0.298802693,0.29335928,0.28750986,0.281279117,0.274694295,0.267785254,0.2605845,0.253127191,0.24545111,0.237596603,0.229606477,0.221525848,0.213401955,0.205283909,0.1972224,0.189269357,0.181477551,0.173900161,0.166590293,0.159600472,0.152982103,0.146784913,0.141056389,0.135841215,0.131180727,0.127112391,0.123669313,0.120879806,0.118767002,0.117348537,0.11663631
2931,0.327112232,0.326580852,0.325519842,0.32393272,0.321824801,0.319203241,0.3160771,0.312457408,0.308357248,0.303791842,0.29877864,0.293337415,0.287490347,0.28126211,0.274679937,0.267773674,0.260575815,0.253121501,0.2454485,0.237597139,0.229610206,0.221532801,0.213412138,0.20529731,0.197238985,0.189289071,0.181500317,0.173925881,0.16661885,0.159631728,0.153015902,0.146821082,0.141094736,0.135881537,0.131222807,0.127155998,0.123714209,0.120925742,0.118813723,0.117395786,0.116683823
2932,0.327076833,0.326545665,0.32548508,0.323898592,0.321791515,0.319171004,0.316046115,0.312427873,0.308329358,0.303765784,0.298754595,0.293315556,0.287470839,0.281245107,0.274665581,0.267762096,0.26056713,0.25311581,0.245445887,0.237597671,0.229613931,0.221539746,0.213422313,0.205310701,0.197255559,0.189308772,0.18152307,0.173951587,0.166647392,0.159662969,0.153049686,0.146857234,0.141133068,0.135921843,0.131264869,0.127199588,0.123759086,0.12097166,0.118860428,0.117443017,0.116731318
2933,0.327041449,0.326510493,0.325450331,0.323864477,0.321758243,0.31913878,0.316015141,0.312398349,0.308301477,0.303739735,0.298730558,0.293293705,0.287451337,0.281228108,0.274651229,0.267750519,0.260558445,0.253110118,0.245443271,0.237598198,0.229617649,0.221546684,0.213432479,0.205324082,0.197272122,0.189328462,0.18154581,0.17397728,0.16667592,0.159694195,0.153083453,0.146893369,0.141171382,0.135962132,0.131306914,0.12724316,0.123803947,0.121017561,0.118907115,0.117490231,0.116778796
2934,0.327006078,0.326475334,0.325415596,0.323830376,0.321724983,0.319106568,0.31598418,0.312368836,0.308273607,0.303713694,0.298706529,0.293271859,0.28743184,0.281211114,0.274636879,0.267738944,0.26054976,0.253104423,0.245440651,0.23759872,0.229621361,0.221553615,0.213442636,0.205337454,0.197288674,0.18934814,0.181568536,0.174002959,0.166704433,0.159725405,0.153117205,0.146929489,0.14120968,0.136002403,0.131348942,0.127286715,0.12384879,0.121063444,0.118953784,0.117537426,0.116826256
2935,0.326970722,0.32644019,0.325380874,0.323796287,0.321691736,0.319074368,0.315953229,0.312339334,0.308245746,0.303687662,0.298682507,0.293250021,0.287412349,0.281194123,0.274622531,0.26772737,0.260541075,0.253098727,0.245438029,0.237599238,0.229625068,0.221560538,0.213452785,0.205350816,0.197305216,0.189367806,0.18159125,0.174028624,0.166732932,0.159756601,0.153150941,0.146965593,0.141247961,0.136042658,0.131390953,0.127330253,0.123893615,0.121109309,0.119000435,0.117584605,0.116873698
2936,0.32693538,0.326405059,0.325346167,0.323762213,0.321658503,0.319042181,0.315922291,0.312309843,0.308217895,0.30366164,0.298658493,0.293228189,0.287392863,0.281177137,0.274608187,0.267715797,0.260532389,0.25309303,0.245435404,0.237599752,0.229628768,0.221567455,0.213462926,0.205364168,0.197321746,0.189387459,0.181613952,0.174054276,0.166761416,0.159787781,0.153184661,0.14700168,0.141286226,0.136082896,0.131432947,0.127373774,0.123938423,0.121155158,0.119047069,0.117631765,0.116921123
2937,0.326900051,0.326369943,0.325311473,0.323728151,0.321625282,0.319010006,0.315891364,0.312280362,0.308190054,0.303635626,0.298634487,0.293206364,0.287373382,0.281160154,0.274593845,0.267704225,0.260523703,0.253087331,0.245432776,0.237600261,0.229632463,0.221574364,0.213473058,0.205377511,0.197338266,0.189407101,0.18163664,0.174079913,0.166789886,0.159818946,0.153218366,0.147037751,0.141324474,0.136123117,0.131474924,0.127417277,0.123983214,0.121200988,0.119093686,0.117678908,0.11696853
2938,0.326864737,0.32633484,0.325276793,0.323694103,0.321592074,0.318977843,0.315860449,0.312250893,0.308162223,0.303609621,0.298610489,0.293184545,0.287353907,0.281143176,0.274579506,0.267692655,0.260515018,0.25308163,0.245430145,0.237600766,0.229636153,0.221581266,0.213483182,0.205390844,0.197354775,0.189426731,0.181659315,0.174105537,0.166818341,0.159850096,0.153252054,0.147073806,0.141362706,0.136163322,0.131516884,0.127460763,0.124027987,0.121246801,0.119140284,0.117726034,0.11701592
2939,0.326829437,0.326299752,0.325242126,0.323660069,0.321558879,0.318945693,0.315829545,0.312221434,0.308134402,0.303583625,0.298586499,0.293162733,0.287334437,0.281126202,0.27456517,0.267681086,0.260506332,0.253075928,0.245427511,0.237601267,0.229639836,0.221588161,0.213493297,0.205404167,0.197371273,0.18944635,0.181681978,0.174131147,0.166846782,0.15988123,0.153285728,0.147109844,0.141400921,0.136203509,0.131558826,0.127504232,0.124072743,0.121292597,0.119186866,0.117773142,0.117063292
2940,0.326794152,0.326264677,0.325207474,0.323626047,0.321525696,0.318913555,0.315798653,0.312191986,0.308106591,0.303557638,0.298562516,0.293140928,0.287314972,0.281109231,0.274550836,0.267669518,0.260497646,0.253070225,0.245424873,0.237601763,0.229643513,0.221595049,0.213503403,0.205417481,0.19738776,0.189465956,0.181704628,0.174156744,0.166875209,0.15991235,0.153319385,0.147145867,0.141439119,0.13624368,0.131600752,0.127547683,0.124117482,0.121338375,0.119233429,0.117820232,0.117110646
2941,0.32675888,0.326229616,0.325172835,0.32359204,0.321492527,0.318881429,0.315767773,0.312162548,0.308078789,0.30353166,0.298538542,0.293119129,0.287295513,0.281092265,0.274536505,0.267657952,0.26048896,0.25306452,0.245422233,0.237602255,0.229647185,0.221601929,0.213513502,0.205430785,0.197404236,0.18948555,0.181727265,0.174182327,0.16690362,0.159943454,0.153353027,0.147181873,0.141477301,0.136283833,0.13164266,0.127591117,0.124162203,0.121384135,0.119279975,0.117867304,0.117157983
2942,0.326723622,0.32619457,0.325138209,0.323558045,0.32145937,0.318849316,0.315736904,0.312133122,0.308050998,0.30350569,0.298514575,0.293097337,0.287276059,0.281075303,0.274522177,0.267646387,0.260480274,0.253058813,0.24541959,0.237602742,0.229650851,0.221608803,0.213523592,0.205444079,0.197420702,0.189505133,0.181749889,0.174207896,0.166932018,0.159974543,0.153386653,0.147217863,0.141515466,0.13632397,0.131684551,0.127634534,0.124206906,0.121429879,0.119326504,0.117914359,0.117205302
2943,0.326688378,0.326159537,0.325103598,0.323524064,0.321426227,0.318817214,0.315706047,0.312103706,0.308023216,0.30347973,0.298490615,0.293075551,0.287256611,0.281058345,0.274507851,0.267634824,0.260471588,0.253053105,0.245416944,0.237603225,0.229654511,0.221615669,0.213533673,0.205457364,0.197437157,0.189524704,0.1817725,0.174233452,0.166960401,0.160005618,0.153420263,0.147253837,0.141553615,0.13636409,0.131726425,0.127677934,0.124251592,0.121475604,0.119373015,0.117961397,0.117252603
2944,0.326653149,0.326124518,0.325069,0.323490096,0.321393096,0.318785126,0.315675201,0.312074301,0.307995445,0.303453778,0.298466664,0.293053772,0.287237168,0.281041391,0.274493528,0.267623261,0.260462902,0.253047395,0.245414295,0.237603703,0.229658166,0.221622529,0.213543746,0.205470639,0.197453601,0.189544263,0.181795099,0.174258993,0.166988769,0.160036677,0.153453858,0.147289795,0.141591747,0.136404193,0.131768282,0.127721316,0.124296261,0.121521312,0.119419508,0.118008416,0.117299887
2945,0.326617933,0.326089513,0.325034416,0.323456141,0.321359978,0.318753049,0.315644367,0.312044907,0.307967683,0.303427835,0.29844272,0.293032,0.28721773,0.281024442,0.274479208,0.2676117,0.260454215,0.253041684,0.245411643,0.237604178,0.229661815,0.221629381,0.213553811,0.205483904,0.197470034,0.18956381,0.181817684,0.174284522,0.167017124,0.160067721,0.153487437,0.147325737,0.141629863,0.136444279,0.131810122,0.127764681,0.124340912,0.121567003,0.119465984,0.118055419,0.117347153
2946,0.326582731,0.326054522,0.324999845,0.3234222,0.321326873,0.318720984,0.315613544,0.312015523,0.307939931,0.303401902,0.298418785,0.293010234,0.287198298,0.281007496,0.274464891,0.267600141,0.260445529,0.253035971,0.245408989,0.237604648,0.229665458,0.221636226,0.213563868,0.20549716,0.197486457,0.189583345,0.181840257,0.174310036,0.167045463,0.16009875,0.153521,0.147361662,0.141667962,0.136484349,0.131851945,0.127808029,0.124385546,0.121612676,0.119512442,0.118102403,0.117394402
2947,0.326547544,0.326019545,0.324965288,0.323388272,0.321293781,0.318688932,0.315582733,0.31198615,0.307912189,0.303375977,0.298394857,0.292988475,0.287178871,0.280990554,0.274450577,0.267588583,0.260436843,0.253030257,0.245406331,0.237605113,0.229669095,0.221643065,0.213573916,0.205510406,0.197502869,0.189602869,0.181862818,0.174335537,0.167073789,0.160129764,0.153554548,0.147397572,0.141706045,0.136524402,0.131893751,0.127851359,0.124430163,0.121658331,0.119558883,0.11814937,0.117441632
2948,0.32651237,0.325984582,0.324930745,0.323354357,0.321260701,0.318656892,0.315551934,0.311956789,0.307884456,0.30335006,0.298370936,0.292966723,0.28715945,0.280973617,0.274436265,0.267577026,0.260428156,0.253024541,0.24540367,0.237605574,0.229672727,0.221649896,0.213583955,0.205523643,0.19751927,0.189622381,0.181885365,0.174361025,0.1671021,0.160160762,0.15358808,0.147433465,0.141744111,0.136564437,0.13193554,0.127894672,0.124474762,0.121703969,0.119605306,0.118196319,0.117488846
2949,0.32647721,0.325949632,0.324896215,0.323320456,0.321227635,0.318624865,0.315521146,0.311927437,0.307856734,0.303324153,0.298347024,0.292944977,0.287140034,0.280956684,0.274421956,0.26756547,0.26041947,0.253018824,0.245401007,0.237606031,0.229676352,0.22165672,0.213593987,0.20553687,0.197535661,0.189641881,0.1819079,0.174386498,0.167130396,0.160191746,0.153621597,0.147469342,0.141782161,0.136604456,0.131977311,0.127937968,0.124519344,0.12174959,0.119651712,0.118243251,0.117536041
2950,0.326442065,0.325914697,0.324861699,0.323286568,0.321194581,0.318592849,0.31549037,0.311898097,0.307829021,0.303298255,0.298323119,0.292923238,0.287120623,0.280939754,0.27440765,0.267553916,0.260410783,0.253013106,0.24539834,0.237606484,0.229679973,0.221663537,0.21360401,0.205550088,0.19755204,0.189661369,0.181930422,0.174411959,0.167158679,0.160222715,0.153655098,0.147505204,0.141820194,0.136644458,0.132019066,0.127981247,0.124563908,0.121795193,0.1196981,0.118290165,0.117583219
2951,0.326406933,0.325879775,0.324827197,0.323252693,0.32116154,0.318560846,0.315459605,0.311868767,0.307801319,0.303272365,0.298299222,0.292901506,0.287101218,0.280922829,0.274393346,0.267542364,0.260402097,0.253007386,0.245395671,0.237606932,0.229683587,0.221670347,0.213614024,0.205563296,0.19756841,0.189680846,0.181952931,0.174437405,0.167186947,0.160253669,0.153688583,0.147541049,0.141858211,0.136684444,0.132060803,0.128024508,0.124608455,0.121840778,0.11974447,0.118337062,0.11763038
2952,0.326371816,0.325844867,0.324792708,0.323218831,0.321128512,0.318528855,0.315428851,0.311839448,0.307773626,0.303246485,0.298275333,0.29287978,0.287081818,0.280905908,0.274379045,0.267530812,0.26039341,0.253001664,0.245392999,0.237607376,0.229687196,0.22167715,0.213624031,0.205576495,0.197584768,0.189700311,0.181975428,0.174462838,0.1672152,0.160284607,0.153722053,0.147576878,0.141896211,0.136724412,0.132102524,0.128067752,0.124652984,0.121886346,0.119790823,0.118383941,0.117677523
2953,0.326336712,0.325809973,0.324758233,0.323184983,0.321095497,0.318496876,0.31539811,0.31181014,0.307745943,0.303220613,0.298251452,0.29285806,0.287062423,0.280888991,0.274364747,0.267519262,0.260384723,0.252995941,0.245390324,0.237607816,0.229690799,0.221683946,0.213634029,0.205589684,0.197601116,0.189719764,0.181997912,0.174488258,0.16724344,0.160315531,0.153755507,0.147612691,0.141934195,0.136764364,0.132144227,0.128110979,0.124697497,0.121931897,0.119837158,0.118430802,0.117724648
2954,0.326301622,0.325775093,0.324723772,0.323151148,0.321062494,0.318464909,0.315367379,0.311780842,0.30771827,0.30319475,0.298227578,0.292836348,0.287043034,0.280872078,0.274350452,0.267507714,0.260376037,0.252990217,0.245387646,0.237608252,0.229694397,0.221690735,0.213644019,0.205602863,0.197617453,0.189739205,0.182020383,0.174513663,0.167271664,0.16034644,0.153788946,0.147648488,0.141972163,0.136804299,0.132185914,0.128154189,0.124741991,0.12197743,0.119883476,0.118477646,0.117771755
2955,0.326266546,0.325740227,0.324689324,0.323117326,0.321029504,0.318432955,0.315336661,0.311751556,0.307690606,0.303168896,0.298203713,0.292814642,0.287023651,0.280855169,0.27433616,0.267496166,0.26036735,0.252984491,0.245384965,0.237608683,0.229697989,0.221697517,0.213654001,0.205616033,0.19763378,0.189758635,0.182042842,0.174539056,0.167299875,0.160377334,0.153822369,0.147684268,0.142010113,0.136844217,0.132227583,0.128197382,0.124786469,0.122022945,0.119929776,0.118524472,0.117818845
2956,0.326231484,0.325705374,0.324654889,0.323083517,0.320996527,0.318401013,0.315305953,0.31172228,0.307662953,0.303143051,0.298179855,0.292792942,0.287004272,0.280838265,0.27432187,0.267484621,0.260358663,0.252978764,0.245382282,0.23760911,0.229701575,0.221704292,0.213663974,0.205629194,0.197650095,0.189778053,0.182065288,0.174564435,0.167328071,0.160408212,0.153855776,0.147720033,0.142048048,0.136884119,0.132269235,0.128240557,0.124830929,0.122068444,0.119976059,0.11857128,0.117865917
2957,0.326196436,0.325670535,0.324620469,0.323049722,0.320963563,0.318369083,0.315275258,0.311693014,0.307635309,0.303117214,0.298156004,0.29277125,0.286984899,0.280821364,0.274307583,0.267473076,0.260349977,0.252973035,0.245379595,0.237609533,0.229705156,0.22171106,0.213673939,0.205642345,0.197666401,0.189797459,0.182087721,0.1745898,0.167356253,0.160439076,0.153889168,0.147755782,0.142085966,0.136924003,0.132310871,0.128283715,0.124875372,0.122113924,0.120022324,0.118618071,0.117912972
2958,0.326161403,0.325635711,0.324586062,0.32301594,0.320930611,0.318337165,0.315244574,0.31166376,0.307607675,0.303091387,0.298132162,0.292749563,0.286965532,0.280804468,0.274293299,0.267461533,0.26034129,0.252967305,0.245376906,0.237609951,0.229708731,0.221717821,0.213683896,0.205655487,0.197682695,0.189816854,0.182110142,0.174615152,0.167384421,0.160469925,0.153922544,0.147791515,0.142123867,0.136963871,0.132352489,0.128326856,0.124919797,0.122159387,0.120068571,0.118664844,0.117960009
2959,0.326126382,0.3256009,0.324551668,0.322982171,0.320897673,0.31830526,0.315213901,0.311634516,0.307580051,0.303065568,0.298108327,0.292727884,0.28694617,0.280787575,0.274279018,0.267449992,0.260332603,0.252961573,0.245374214,0.237610365,0.2297123,0.221724575,0.213693844,0.205668619,0.197698979,0.189836237,0.18213255,0.17464049,0.167412574,0.160500759,0.153955905,0.147827231,0.142161752,0.137003722,0.13239409,0.128369979,0.124964205,0.122204833,0.120114801,0.1187116,0.118007029
2960,0.326091376,0.325566102,0.324517288,0.322948416,0.320864747,0.318273366,0.31518324,0.311605283,0.307552437,0.303039758,0.2980845,0.292706211,0.286926813,0.280770687,0.274264739,0.267438451,0.260323917,0.25295584,0.245371519,0.237610775,0.229715864,0.221731322,0.213703785,0.205681742,0.197715253,0.189855609,0.182154945,0.174665815,0.167440714,0.160531578,0.15398925,0.147862932,0.142199621,0.137043557,0.132435674,0.128413086,0.125008595,0.122250261,0.120161014,0.118758338,0.118054031
2961,0.326056384,0.325531319,0.324482921,0.322914673,0.320831833,0.318241485,0.31515259,0.31157606,0.307524833,0.303013957,0.298060681,0.292684545,0.286907462,0.280753803,0.274250463,0.267426913,0.26031523,0.252950106,0.245368821,0.237611181,0.229719422,0.221738063,0.213713717,0.205694855,0.197731516,0.189874968,0.182177328,0.174691126,0.167468839,0.160562382,0.15402258,0.147898617,0.142237473,0.137083374,0.132477242,0.128456175,0.125052969,0.122295672,0.120207209,0.118805059,0.118101015
2962,0.326021406,0.325496549,0.324448569,0.322880944,0.320798933,0.318209616,0.315121952,0.311546848,0.307497238,0.302988165,0.29803687,0.292662885,0.286888116,0.280736923,0.27423619,0.267415375,0.260306543,0.25294437,0.24536612,0.237611583,0.229722975,0.221744796,0.213723641,0.205707959,0.197747768,0.189894316,0.182199698,0.174716424,0.167496949,0.160593171,0.154055894,0.147934285,0.142275309,0.137123175,0.132518792,0.128499247,0.125097325,0.122341066,0.120253386,0.118851762,0.118147982
