"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200
41,0.595031511,0.593052963,0.588756093,0.581403766,0.569822423,0.55245035,0.527504141,0.493287635,0.448679811,0.39380209,0.330703814,0.263640259,0.19841466,0.140718244,0.094294192,0.060083703,0.036719086,0.021714647,0.012520608,0.007075725,0.00393013,0.002148255,0.001155791,0.000610191,0.000312916,0.000153159,7.02E-05,2.96E-05,1.14E-05,4.01E-06,1.28E-06,3.73E-07,9.98E-08,2.46E-08,5.60E-09,1.19E-09,2.34E-10,4.33E-11,7.53E-12,1.24E-12,2.20E-13
42,0.594899422,0.592900532,0.588560933,0.581145031,0.569489824,0.552055194,0.527089077,0.492931416,0.448491297,0.393896423,0.331159348,0.264451296,0.19947299,0.141848898,0.095328268,0.060917445,0.037326379,0.022123076,0.012779273,0.007232713,0.004022702,0.002201674,0.001185991,0.000626969,0.000322205,0.000158339,7.30E-05,3.11E-05,1.21E-05,4.33E-06,1.40E-06,4.17E-07,1.14E-07,2.86E-08,6.64E-09,1.44E-09,2.90E-10,5.48E-11,9.74E-12,1.64E-12,2.98E-13
43,0.594765985,0.592746674,0.588364566,0.580885949,0.569158427,0.551663172,0.526678775,0.492580276,0.448305839,0.393989117,0.331607037,0.265249454,0.200517271,0.142968741,0.096357105,0.061751027,0.03793652,0.022535289,0.013041369,0.007392281,0.004116999,0.002256176,0.001216852,0.000644147,0.000331721,0.00016364,7.60E-05,3.27E-05,1.29E-05,4.66E-06,1.54E-06,4.64E-07,1.29E-07,3.30E-08,7.83E-09,1.73E-09,3.56E-10,6.88E-11,1.25E-11,2.15E-12,4.00E-13
44,0.594631195,0.592591411,0.588167033,0.580626561,0.568828248,0.551274247,0.526273139,0.492234087,0.448123352,0.394080221,0.332047109,0.266035064,0.201547779,0.144077869,0.097380625,0.062584296,0.038549371,0.022951208,0.013306868,0.007554429,0.004213037,0.002311773,0.001248387,0.000661731,0.00034147,0.000169065,7.90E-05,3.43E-05,1.37E-05,5.01E-06,1.68E-06,5.15E-07,1.46E-07,3.80E-08,9.19E-09,2.07E-09,4.35E-10,8.58E-11,1.59E-11,2.79E-12,5.33E-13
45,0.594495049,0.592434761,0.587968375,0.580366908,0.5684993,0.550888382,0.525872076,0.491892724,0.447943752,0.394169783,0.332479783,0.26680845,0.202564782,0.145176376,0.098398755,0.063417105,0.039164802,0.023370753,0.01357574,0.007719158,0.004310829,0.002368483,0.001280605,0.000679727,0.000351455,0.000174619,8.20E-05,3.59E-05,1.45E-05,5.37E-06,1.83E-06,5.70E-07,1.64E-07,4.35E-08,1.07E-08,2.46E-09,5.28E-10,1.06E-10,2.01E-11,3.61E-12,7.05E-13
46,0.594357547,0.592276745,0.587768629,0.580107024,0.568171591,0.550505541,0.525475495,0.491556069,0.447766959,0.39425785,0.332905269,0.26756992,0.203568544,0.146264363,0.09941143,0.064249311,0.03978268,0.023793842,0.013847954,0.00788647,0.004410388,0.002426318,0.001313518,0.000698141,0.000361682,0.000180303,8.52E-05,3.76E-05,1.53E-05,5.75E-06,1.98E-06,6.29E-07,1.84E-07,4.97E-08,1.25E-08,2.92E-09,6.37E-10,1.31E-10,2.52E-11,4.62E-12,9.24E-13
47,0.594218687,0.592117381,0.587567834,0.579846949,0.567845135,0.550125688,0.525083307,0.491224007,0.447592896,0.394344462,0.333323769,0.268319773,0.204559321,0.14734193,0.100418592,0.065080778,0.040402878,0.024220395,0.014123477,0.008056361,0.004511727,0.002485294,0.001347135,0.000716982,0.000372154,0.000186123,8.84E-05,3.93E-05,1.62E-05,6.15E-06,2.15E-06,6.92E-07,2.05E-07,5.65E-08,1.44E-08,3.44E-09,7.65E-10,1.60E-10,3.15E-11,5.88E-12,1.20E-12
48,0.594078474,0.591956691,0.587366027,0.579586717,0.567519942,0.54974879,0.52469543,0.490896428,0.447421492,0.394429663,0.333735475,0.269058298,0.205537363,0.148409179,0.101420185,0.065911375,0.041025268,0.024650332,0.014402275,0.00822883,0.004614857,0.002545425,0.001381467,0.000736254,0.000382877,0.00019208,9.16E-05,4.10E-05,1.71E-05,6.56E-06,2.32E-06,7.58E-07,2.29E-07,6.40E-08,1.66E-08,4.03E-09,9.14E-10,1.95E-10,3.90E-11,7.43E-12,1.55E-12
49,0.593936907,0.591794691,0.587163238,0.579326358,0.567196015,0.549374804,0.524311772,0.490573221,0.447252672,0.394513493,0.334140577,0.269785776,0.20650292,0.149466216,0.102416165,0.066740975,0.041649727,0.025083572,0.014684313,0.008403873,0.004719789,0.002606723,0.001416526,0.000755965,0.000393855,0.000198179,9.50E-05,4.28E-05,1.80E-05,6.98E-06,2.50E-06,8.29E-07,2.54E-07,7.22E-08,1.91E-08,4.70E-09,1.09E-09,2.35E-10,4.81E-11,9.33E-12,1.99E-12
50,0.59379399,0.591631401,0.586959503,0.579065902,0.56687336,0.549003694,0.523932252,0.490254281,0.447086369,0.39459599,0.334539252,0.270502478,0.207456229,0.150513146,0.103406488,0.067569459,0.042276133,0.025520033,0.014969556,0.008581486,0.004826534,0.002669202,0.001452321,0.000776123,0.000405093,0.000204423,9.84E-05,4.47E-05,1.89E-05,7.43E-06,2.70E-06,9.05E-07,2.81E-07,8.12E-08,2.18E-08,5.46E-09,1.28E-09,2.83E-10,5.89E-11,1.16E-11,2.54E-12
51,0.593649728,0.591466839,0.586754854,0.578805379,0.566551984,0.548635427,0.523556791,0.489939508,0.446922517,0.394677189,0.334931672,0.271208662,0.208397527,0.151550075,0.104391119,0.068396708,0.042904366,0.025959635,0.015257967,0.008761662,0.0049351,0.002732875,0.001488862,0.000796733,0.000416596,0.000210814,0.000101969,4.66E-05,1.99E-05,7.88E-06,2.90E-06,9.85E-07,3.11E-07,9.10E-08,2.48E-08,6.32E-09,1.51E-09,3.39E-10,7.18E-11,1.44E-11,3.21E-12
52,0.593504126,0.591301025,0.586549322,0.57854482,0.566231893,0.548269966,0.523185311,0.489628806,0.446761053,0.394757127,0.335318004,0.271904583,0.209327041,0.15257711,0.105370026,0.069222613,0.04353431,0.026402298,0.015549507,0.008944394,0.005045496,0.002797754,0.001526161,0.000817804,0.000428367,0.000217357,0.000105575,4.85E-05,2.09E-05,8.36E-06,3.11E-06,1.07E-06,3.42E-07,1.02E-07,2.82E-08,7.29E-09,1.77E-09,4.04E-10,8.70E-11,1.78E-11,4.04E-12
53,0.593357191,0.591133979,0.586342938,0.57828425,0.56591309,0.547907277,0.522817737,0.48932208,0.446601915,0.394835836,0.335698405,0.272590482,0.210244997,0.15359436,0.10634318,0.070047067,0.044165851,0.026847941,0.01584414,0.009129676,0.005157731,0.002863852,0.001564228,0.000839342,0.000440414,0.000224054,0.000109267,5.05E-05,2.19E-05,8.85E-06,3.33E-06,1.16E-06,3.76E-07,1.13E-07,3.18E-08,8.37E-09,2.07E-09,4.79E-10,1.05E-10,2.19E-11,5.06E-12
54,0.59320893,0.590965717,0.58613573,0.578023696,0.565595578,0.547547324,0.522453992,0.489019238,0.446445045,0.39491335,0.336073029,0.273266597,0.211151612,0.154601932,0.10731056,0.070869967,0.044798875,0.027296483,0.016141824,0.009317497,0.005271811,0.00293118,0.001603073,0.000861355,0.000452739,0.00023091,0.000113047,5.25E-05,2.29E-05,9.36E-06,3.55E-06,1.25E-06,4.12E-07,1.26E-07,3.59E-08,9.58E-09,2.40E-09,5.66E-10,1.26E-10,2.67E-11,6.30E-12
55,0.593059351,0.59079626,0.585927727,0.57776318,0.565279359,0.547190072,0.522094004,0.488720192,0.446290384,0.394989699,0.336442025,0.273933155,0.212047102,0.155599935,0.108272147,0.071691217,0.045433273,0.027747847,0.016442522,0.009507849,0.005387742,0.002999748,0.001642705,0.00088385,0.000465349,0.000237927,0.000116917,5.46E-05,2.40E-05,9.89E-06,3.79E-06,1.35E-06,4.50E-07,1.39E-07,4.03E-08,1.09E-08,2.78E-09,6.66E-10,1.51E-10,3.24E-11,7.80E-12
56,0.592908462,0.590625625,0.585718957,0.577502727,0.564964433,0.546835486,0.521737701,0.488424855,0.446137879,0.395064913,0.336805536,0.274590379,0.212931674,0.156588477,0.109227927,0.072510722,0.046068939,0.028201951,0.016746191,0.009700721,0.005505531,0.003069569,0.001683135,0.000906834,0.000478249,0.000245109,0.000120879,5.68E-05,2.51E-05,1.04E-05,4.04E-06,1.46E-06,4.91E-07,1.54E-07,4.52E-08,1.24E-08,3.21E-09,7.80E-10,1.79E-10,3.92E-11,9.60E-12
57,0.592756272,0.590453829,0.585509443,0.577242358,0.564650799,0.546483531,0.521385014,0.488133144,0.445987474,0.395139022,0.337163698,0.275238482,0.213805534,0.157567668,0.110177887,0.073328394,0.046705767,0.028658718,0.01705279,0.009896101,0.005625182,0.003140653,0.001724373,0.000930315,0.000491442,0.00025246,0.000124936,5.90E-05,2.63E-05,1.10E-05,4.30E-06,1.57E-06,5.34E-07,1.70E-07,5.05E-08,1.41E-08,3.69E-09,9.10E-10,2.12E-10,4.72E-11,1.18E-11
58,0.592602791,0.590280892,0.585299214,0.576982093,0.56433846,0.546134173,0.521035876,0.487844979,0.44583912,0.395212051,0.337516645,0.275877672,0.21466888,0.158537616,0.111122021,0.074144147,0.047343655,0.02911807,0.017362279,0.010093977,0.005746699,0.003213009,0.001766429,0.000954299,0.000504936,0.000259982,0.000129089,6.12E-05,2.75E-05,1.16E-05,4.57E-06,1.69E-06,5.80E-07,1.87E-07,5.62E-08,1.59E-08,4.22E-09,1.06E-09,2.50E-10,5.66E-11,1.44E-11
59,0.59244803,0.590106833,0.585088293,0.576721953,0.564027413,0.545787379,0.520690221,0.487560281,0.445692765,0.395284029,0.337864503,0.276508149,0.215521907,0.159498429,0.112060323,0.0749579,0.047982503,0.029579929,0.017674613,0.010294336,0.005870087,0.003286648,0.001809311,0.000978796,0.000518734,0.00026768,0.000133341,6.35E-05,2.87E-05,1.22E-05,4.85E-06,1.81E-06,6.29E-07,2.05E-07,6.25E-08,1.79E-08,4.82E-09,1.23E-09,2.94E-10,6.75E-11,1.74E-11
60,0.592291998,0.589931667,0.584876703,0.576461955,0.563717655,0.545443114,0.520347981,0.487278973,0.445548362,0.39535498,0.338207397,0.277130109,0.216364807,0.160450216,0.112992794,0.075769577,0.048622213,0.030044218,0.017989752,0.010497163,0.005995347,0.003361579,0.001853031,0.00100381,0.000532842,0.000275557,0.000137694,6.59E-05,2.99E-05,1.28E-05,5.14E-06,1.93E-06,6.81E-07,2.24E-07,6.93E-08,2.01E-08,5.49E-09,1.41E-09,3.45E-10,8.02E-11,2.11E-11
61,0.592134707,0.589755414,0.584664469,0.576202119,0.563409187,0.545101348,0.520009099,0.487000983,0.445405864,0.395424929,0.338545446,0.277743739,0.217197763,0.161393082,0.113919433,0.076579102,0.049262692,0.03051086,0.018307651,0.010702444,0.006122482,0.00343781,0.001897596,0.001029351,0.000547265,0.000283616,0.000142151,6.83E-05,3.12E-05,1.34E-05,5.45E-06,2.07E-06,7.35E-07,2.45E-07,7.66E-08,2.25E-08,6.23E-09,1.63E-09,4.02E-10,9.49E-11,2.53E-11
62,0.59197617,0.589578093,0.584451614,0.575942462,0.563102006,0.544762047,0.519673511,0.48672624,0.445265227,0.395493899,0.338878764,0.278349222,0.218020958,0.162327135,0.114840246,0.077386406,0.049903845,0.030979782,0.018628267,0.010910164,0.006251494,0.00351535,0.001943017,0.001055426,0.000562008,0.000291862,0.000146713,7.08E-05,3.25E-05,1.41E-05,5.76E-06,2.21E-06,7.93E-07,2.67E-07,8.46E-08,2.52E-08,7.05E-09,1.87E-09,4.67E-10,1.12E-10,3.04E-11
63,0.591816398,0.58939972,0.584238159,0.575682999,0.562796108,0.544425179,0.519341156,0.486454673,0.445126405,0.395561914,0.339207463,0.278946736,0.218834569,0.163252482,0.115755239,0.078191421,0.050545582,0.031450908,0.018951557,0.011120305,0.006382383,0.003594207,0.001989302,0.001082041,0.000577078,0.000300297,0.000151384,7.33E-05,3.38E-05,1.48E-05,6.08E-06,2.35E-06,8.54E-07,2.91E-07,9.31E-08,2.80E-08,7.95E-09,2.13E-09,5.41E-10,1.32E-10,3.63E-11
64,0.591655404,0.589220312,0.584024124,0.575423745,0.562491487,0.544090711,0.519011977,0.486186215,0.444989358,0.395628996,0.33953165,0.279536452,0.21963877,0.164169227,0.116664422,0.078994086,0.051187817,0.031924163,0.019277475,0.011332851,0.00651515,0.00367439,0.00203646,0.001109204,0.000592478,0.000308926,0.000156164,7.59E-05,3.52E-05,1.55E-05,6.42E-06,2.50E-06,9.18E-07,3.16E-07,1.02E-07,3.12E-08,8.95E-09,2.43E-09,6.25E-10,1.54E-10,4.31E-11
65,0.591493198,0.589039886,0.583809528,0.575164712,0.562188139,0.543758609,0.518685913,0.485920799,0.444854042,0.395695166,0.339851431,0.28011854,0.220433731,0.165077477,0.117567806,0.079794338,0.051830462,0.032399477,0.019605978,0.011547785,0.006649794,0.003755904,0.0020845,0.001136923,0.000608215,0.000317752,0.000161058,7.86E-05,3.66E-05,1.62E-05,6.77E-06,2.66E-06,9.85E-07,3.43E-07,1.12E-07,3.46E-08,1.00E-08,2.76E-09,7.20E-10,1.80E-10,5.11E-11
66,0.591329793,0.588858458,0.58359439,0.574905911,0.561886056,0.54342884,0.518362907,0.485658359,0.444720417,0.395760444,0.340166906,0.280693162,0.221219618,0.165977336,0.118465405,0.080592122,0.052473435,0.032876775,0.019937021,0.011765088,0.006786314,0.003838757,0.002133429,0.001165204,0.000624294,0.000326778,0.000166067,8.13E-05,3.81E-05,1.69E-05,7.13E-06,2.83E-06,1.06E-06,3.71E-07,1.23E-07,3.82E-08,1.13E-08,3.13E-09,8.26E-10,2.09E-10,6.03E-11
67,0.591165206,0.588676049,0.583378733,0.574647362,0.56158524,0.54310138,0.51804291,0.485398838,0.444588448,0.395824849,0.340478171,0.281260471,0.221996589,0.166868905,0.119357233,0.081387383,0.053116654,0.033355987,0.02027056,0.011984741,0.006924709,0.003922956,0.002183258,0.001194055,0.000640719,0.00033601,0.000171193,8.41E-05,3.96E-05,1.77E-05,7.51E-06,3.00E-06,1.13E-06,4.01E-07,1.34E-07,4.22E-08,1.26E-08,3.54E-09,9.45E-10,2.42E-10,7.10E-11
68,0.590999451,0.588492676,0.583162578,0.574389077,0.561285686,0.542776201,0.517725872,0.485142178,0.444458096,0.3958884,0.340785318,0.281820621,0.222764803,0.167752287,0.120243309,0.08218007,0.053760042,0.033837044,0.02060655,0.012206725,0.007064976,0.004008506,0.002233993,0.001223484,0.000657498,0.000345449,0.000176439,8.70E-05,4.11E-05,1.85E-05,7.89E-06,3.18E-06,1.21E-06,4.33E-07,1.46E-07,4.65E-08,1.40E-08,3.99E-09,1.08E-09,2.80E-10,8.32E-11
69,0.590832537,0.588308353,0.582945937,0.574131062,0.560987382,0.542453264,0.517411731,0.484888314,0.444329323,0.395951117,0.341088442,0.282373761,0.223524416,0.168627584,0.121123652,0.082970134,0.05440352,0.034319874,0.020944945,0.01243102,0.007207113,0.004095414,0.002285642,0.001253496,0.000674634,0.0003551,0.000181808,8.99E-05,4.27E-05,1.93E-05,8.29E-06,3.37E-06,1.29E-06,4.66E-07,1.59E-07,5.12E-08,1.56E-08,4.49E-09,1.23E-09,3.23E-10,9.73E-11
70,0.590664479,0.588123096,0.582728828,0.573873327,0.560690322,0.542132541,0.517100439,0.48463719,0.444202095,0.396013017,0.341387631,0.282920037,0.22427558,0.169494897,0.121998282,0.083757529,0.055047014,0.034804411,0.021285701,0.012657605,0.007351116,0.004183684,0.002338214,0.0012841,0.000692133,0.000364967,0.000187302,9.29E-05,4.43E-05,2.01E-05,8.71E-06,3.56E-06,1.38E-06,5.02E-07,1.73E-07,5.62E-08,1.73E-08,5.03E-09,1.39E-09,3.71E-10,1.13E-10
71,0.590495294,0.587936923,0.58251127,0.573615886,0.560394503,0.541814004,0.516791948,0.484388752,0.444076377,0.396074117,0.341682969,0.283459586,0.225018439,0.170354325,0.122867222,0.084542213,0.055690453,0.035290586,0.021628773,0.01288646,0.007496982,0.004273321,0.002391716,0.001315302,0.000710002,0.000375054,0.000192923,9.60E-05,4.60E-05,2.10E-05,9.13E-06,3.76E-06,1.46E-06,5.39E-07,1.87E-07,6.15E-08,1.91E-08,5.64E-09,1.58E-09,4.25E-10,1.32E-10
72,0.590324993,0.587749851,0.582293279,0.573358746,0.560099916,0.541497625,0.516486209,0.484142947,0.443952136,0.396134432,0.341974539,0.283992545,0.225753139,0.171205965,0.123730496,0.085324144,0.056333765,0.035778333,0.021974116,0.013117563,0.007644705,0.00436433,0.002446155,0.001347109,0.000728244,0.000385364,0.000198675,9.92E-05,4.76E-05,2.19E-05,9.57E-06,3.97E-06,1.56E-06,5.78E-07,2.03E-07,6.73E-08,2.11E-08,6.29E-09,1.78E-09,4.86E-10,1.53E-10
73,0.590153592,0.587561895,0.58207487,0.573101917,0.559806554,0.541183373,0.516183173,0.48389972,0.443829339,0.39619398,0.342262421,0.284519047,0.22647982,0.172049915,0.124588128,0.086103285,0.056976883,0.036267588,0.022321686,0.013350892,0.007794282,0.004456715,0.002501538,0.001379527,0.000746866,0.000395902,0.000204559,0.000102427,4.94E-05,2.28E-05,1.00E-05,4.19E-06,1.66E-06,6.20E-07,2.19E-07,7.34E-08,2.33E-08,7.01E-09,2.01E-09,5.53E-10,1.76E-10
74,0.589981106,0.587373072,0.581856059,0.572845406,0.55951441,0.540871222,0.515882794,0.483659022,0.443707955,0.396252776,0.342546694,0.285039218,0.227198621,0.172886273,0.125440144,0.086879599,0.05761974,0.036758284,0.022671437,0.013586425,0.007945706,0.004550479,0.002557872,0.001412565,0.000765873,0.00040667,0.000210578,0.00010574,5.12E-05,2.37E-05,1.05E-05,4.41E-06,1.76E-06,6.63E-07,2.37E-07,8.00E-08,2.56E-08,7.80E-09,2.26E-09,6.29E-10,2.03E-10
75,0.58980755,0.5871834,0.581636865,0.572589225,0.55922348,0.540561146,0.515585029,0.483420805,0.443587955,0.396310834,0.342827431,0.285553184,0.227909674,0.173715131,0.126286572,0.087653052,0.058262271,0.03725036,0.023023325,0.013824139,0.008098971,0.004645626,0.002615163,0.001446228,0.00078527,0.000417674,0.000216734,0.000109133,5.30E-05,2.47E-05,1.10E-05,4.64E-06,1.86E-06,7.09E-07,2.55E-07,8.71E-08,2.82E-08,8.66E-09,2.53E-09,7.14E-10,2.33E-10
76,0.589632934,0.586992888,0.581417294,0.572333373,0.558933747,0.540253109,0.515289827,0.483185013,0.443469306,0.396368169,0.343104709,0.286061069,0.228613114,0.174536586,0.127127441,0.088423614,0.058904416,0.037743752,0.023377305,0.014064011,0.008254072,0.004742159,0.002673419,0.001480523,0.000805063,0.000428916,0.000223031,0.000112607,5.49E-05,2.57E-05,1.15E-05,4.89E-06,1.97E-06,7.57E-07,2.75E-07,9.46E-08,3.09E-08,9.59E-09,2.83E-09,8.08E-10,2.67E-10
77,0.589457276,0.586801556,0.581197364,0.572077859,0.558645207,0.539947087,0.514997147,0.482951604,0.44335198,0.396424795,0.343378598,0.286562989,0.229309067,0.17535073,0.12796278,0.089191255,0.059546113,0.038238399,0.023733333,0.014306018,0.008411,0.00484008,0.002732646,0.001515456,0.000825257,0.000440402,0.000229471,0.000116164,5.68E-05,2.67E-05,1.20E-05,5.14E-06,2.09E-06,8.07E-07,2.95E-07,1.03E-07,3.38E-08,1.06E-08,3.16E-09,9.12E-10,3.05E-10
78,0.589280593,0.586609421,0.580977093,0.571822697,0.558357857,0.53964306,0.51470695,0.482720533,0.443235951,0.396480725,0.343649164,0.287059058,0.22999766,0.176157654,0.128792618,0.089955946,0.060187303,0.038734241,0.024091364,0.014550136,0.00856975,0.004939392,0.002792849,0.001551035,0.000845858,0.000452134,0.000236057,0.000119805,5.88E-05,2.77E-05,1.25E-05,5.39E-06,2.21E-06,8.59E-07,3.17E-07,1.11E-07,3.70E-08,1.17E-08,3.52E-09,1.03E-09,3.48E-10
79,0.589102896,0.586416496,0.58075649,0.571567885,0.558071684,0.539340995,0.514419191,0.482491753,0.443121189,0.396535973,0.343916476,0.287549389,0.230679014,0.176957449,0.129616988,0.090717663,0.06082793,0.039231219,0.024451356,0.014796342,0.008730312,0.005040096,0.002854034,0.001587264,0.00086687,0.000464116,0.000242791,0.000123532,6.08E-05,2.88E-05,1.31E-05,5.66E-06,2.33E-06,9.15E-07,3.40E-07,1.20E-07,4.04E-08,1.29E-08,3.92E-09,1.15E-09,3.96E-10
80,0.5889242,0.586222794,0.580535567,0.571313428,0.557786677,0.539040864,0.514133827,0.482265219,0.443007668,0.39659055,0.3441806,0.288034091,0.231353253,0.177750206,0.13043592,0.091476382,0.061467939,0.039729274,0.024813263,0.01504461,0.008892679,0.005142194,0.002916207,0.001624151,0.000888299,0.000476354,0.000249676,0.000127347,6.29E-05,2.99E-05,1.36E-05,5.94E-06,2.46E-06,9.72E-07,3.65E-07,1.30E-07,4.40E-08,1.42E-08,4.35E-09,1.29E-09,4.49E-10
81,0.588744521,0.586028333,0.580314339,0.571059336,0.557502831,0.538742646,0.513850822,0.482040891,0.442895362,0.39664447,0.344441597,0.28851327,0.232020491,0.178536011,0.131249448,0.092232081,0.062107276,0.04022835,0.025177043,0.015294917,0.009056842,0.005245686,0.002979374,0.001661702,0.00091015,0.00048885,0.000256715,0.000131251,6.50E-05,3.10E-05,1.42E-05,6.23E-06,2.60E-06,1.03E-06,3.90E-07,1.40E-07,4.78E-08,1.56E-08,4.82E-09,1.45E-09,5.09E-10
82,0.588563875,0.585833128,0.58009282,0.570805612,0.557220139,0.538446316,0.513570137,0.481818727,0.442784247,0.396697743,0.344699529,0.288987029,0.232680844,0.179314953,0.132057604,0.092984739,0.062745891,0.040728389,0.025542653,0.015547237,0.009222792,0.005350574,0.003043538,0.001699922,0.000932429,0.000501608,0.00026391,0.000135247,6.72E-05,3.22E-05,1.48E-05,6.52E-06,2.74E-06,1.10E-06,4.17E-07,1.51E-07,5.20E-08,1.70E-08,5.33E-09,1.62E-09,5.75E-10
83,0.588382275,0.585637191,0.579871018,0.570552259,0.556938587,0.538151844,0.51329173,0.481598684,0.442674296,0.396750382,0.344954457,0.289455468,0.233334426,0.180087118,0.132860423,0.093734339,0.063383733,0.041229337,0.025910048,0.015801546,0.00939052,0.005456858,0.003108706,0.001738818,0.00095514,0.000514633,0.000271264,0.000139336,6.94E-05,3.34E-05,1.54E-05,6.83E-06,2.88E-06,1.16E-06,4.45E-07,1.62E-07,5.64E-08,1.86E-08,5.89E-09,1.81E-09,6.48E-10
84,0.588199734,0.585440537,0.579648945,0.57029928,0.556658168,0.537859207,0.513015563,0.481380723,0.442565487,0.396802397,0.345206437,0.289918687,0.233981346,0.18085259,0.133657938,0.094480862,0.064020754,0.041731139,0.026279188,0.016057818,0.009560016,0.005564538,0.003174882,0.001778395,0.000978289,0.000527928,0.000278781,0.00014352,7.17E-05,3.46E-05,1.61E-05,7.14E-06,3.03E-06,1.23E-06,4.75E-07,1.74E-07,6.11E-08,2.04E-08,6.49E-09,2.01E-09,7.30E-10
85,0.588016272,0.585243184,0.579426616,0.570046682,0.556378875,0.537568384,0.512741605,0.481164808,0.442457795,0.396853799,0.345455525,0.290376778,0.234621711,0.181611454,0.134450184,0.095224294,0.064656907,0.042233743,0.026650028,0.016316028,0.009731269,0.005673614,0.00324207,0.001818659,0.001001882,0.000541498,0.000286462,0.0001478,7.40E-05,3.59E-05,1.67E-05,7.47E-06,3.19E-06,1.30E-06,5.06E-07,1.87E-07,6.61E-08,2.22E-08,7.14E-09,2.23E-09,8.19E-10
86,0.587831899,0.585045141,0.579204039,0.569794468,0.556100698,0.537279347,0.512469815,0.480950899,0.442351199,0.396904599,0.345701777,0.290829836,0.235255626,0.182363792,0.135237196,0.095964621,0.065292148,0.042737096,0.027022528,0.016576152,0.009904269,0.005784085,0.003310275,0.001859615,0.001025922,0.000555346,0.00029431,0.000152179,7.65E-05,3.71E-05,1.74E-05,7.81E-06,3.35E-06,1.38E-06,5.38E-07,2.01E-07,7.14E-08,2.42E-08,7.85E-09,2.48E-09,9.18E-10
87,0.587646631,0.584846424,0.578981223,0.569542637,0.555823624,0.536992072,0.512200157,0.480738958,0.442245675,0.396954806,0.345945246,0.291277953,0.235883197,0.183109686,0.136019011,0.096701828,0.065926432,0.043241148,0.027396646,0.016838162,0.010079006,0.00589595,0.0033795,0.00190127,0.001050415,0.000569476,0.000302329,0.000156659,7.89E-05,3.85E-05,1.81E-05,8.15E-06,3.52E-06,1.45E-06,5.72E-07,2.15E-07,7.70E-08,2.63E-08,8.61E-09,2.74E-09,1.03E-09
88,0.587460483,0.584647046,0.578758183,0.569291196,0.555547648,0.536706538,0.5119326,0.480528952,0.442141202,0.397004431,0.346185983,0.291721214,0.236504522,0.183849217,0.136795664,0.097435907,0.066559719,0.043745847,0.02777234,0.017102034,0.010255467,0.006009208,0.003449749,0.001943628,0.001075366,0.000583893,0.000310521,0.00016124,8.14E-05,3.98E-05,1.88E-05,8.51E-06,3.70E-06,1.53E-06,6.08E-07,2.30E-07,8.30E-08,2.86E-08,9.43E-09,3.03E-09,1.15E-09
89,0.587273469,0.584447023,0.578534926,0.569040146,0.555272761,0.536422722,0.511667109,0.480320844,0.442037758,0.397053483,0.346424039,0.292159707,0.237119701,0.184582463,0.13756719,0.098166845,0.067191966,0.044251146,0.02814957,0.017367742,0.010433642,0.006123857,0.003521027,0.001986694,0.001100781,0.000598599,0.000318889,0.000165926,8.40E-05,4.12E-05,1.95E-05,8.88E-06,3.88E-06,1.62E-06,6.46E-07,2.46E-07,8.94E-08,3.10E-08,1.03E-08,3.35E-09,1.28E-09
90,0.587085604,0.584246365,0.578311463,0.56878949,0.55499895,0.536140598,0.511403649,0.4801146,0.441935324,0.397101971,0.346659462,0.292593517,0.237728831,0.185309503,0.138333627,0.098894635,0.067823136,0.044756996,0.028528294,0.01763526,0.010613519,0.006239896,0.003593335,0.002030474,0.001126663,0.0006136,0.000327436,0.000170718,8.66E-05,4.26E-05,2.03E-05,9.26E-06,4.06E-06,1.71E-06,6.85E-07,2.62E-07,9.61E-08,3.36E-08,1.13E-08,3.69E-09,1.42E-09
91,0.586896901,0.584045087,0.578087802,0.568539228,0.554726208,0.535860145,0.511142189,0.479910185,0.441833878,0.397149904,0.346892301,0.293022723,0.238332005,0.186030414,0.139095012,0.099619269,0.06845319,0.045263349,0.028908473,0.017904561,0.010795086,0.006357321,0.003666678,0.002074972,0.001153019,0.000628899,0.000336165,0.000175618,8.93E-05,4.41E-05,2.10E-05,9.65E-06,4.25E-06,1.80E-06,7.25E-07,2.80E-07,1.03E-07,3.64E-08,1.23E-08,4.06E-09,1.58E-09
92,0.586707376,0.583843202,0.577863954,0.568289365,0.554454525,0.535581342,0.510882697,0.479707569,0.441733402,0.39719729,0.347122602,0.293447407,0.238929317,0.186745272,0.13985138,0.10034074,0.069082091,0.04577016,0.029290067,0.01817562,0.01097833,0.006476132,0.003741058,0.002120194,0.001179851,0.0006445,0.000345078,0.000180627,9.21E-05,4.56E-05,2.18E-05,1.01E-05,4.45E-06,1.89E-06,7.68E-07,2.98E-07,1.11E-07,3.93E-08,1.34E-08,4.45E-09,1.75E-09
