"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200
5227,0.090745515,0.090587578,0.090272637,0.089802553,0.089180105,0.088408973,0.087493714,0.086439744,0.085253295,0.083941389,0.082511789,0.080972958,0.079334004,0.07760463,0.075795073,0.073916043,0.071978657,0.069994371,0.067974913,0.06593221,0.063878311,0.061825321,0.059785323,0.057770305,0.05579209,0.053862264,0.051992107,0.050192532,0.048474013,0.046846536,0.045319534,0.043901839,0.042601634,0.041426409,0.04038292,0.039477154,0.038714301,0.038098725,0.037633942,0.037322606,0.037166494
5228,0.090679873,0.090522078,0.09020742,0.08973776,0.089115871,0.088345432,0.087430998,0.086377976,0.085192595,0.083881871,0.082453559,0.080916115,0.079278639,0.077550825,0.075742901,0.073865567,0.07192993,0.069947437,0.067929805,0.065888948,0.063836906,0.061785773,0.05974762,0.057734425,0.055757999,0.053829919,0.051961455,0.050163507,0.048446544,0.046820539,0.045294918,0.043878505,0.042579477,0.041405315,0.040362769,0.039457822,0.038695658,0.038080638,0.037616276,0.037305222,0.03714925
5229,0.090614276,0.090456623,0.090142248,0.08967301,0.089051681,0.088281935,0.087368323,0.086316249,0.085131936,0.083822392,0.082395368,0.080859309,0.07922331,0.077497055,0.075690763,0.073815124,0.071881235,0.069900533,0.067884724,0.065845711,0.063795525,0.061746247,0.059709938,0.057698564,0.055723927,0.053797591,0.051930818,0.050134497,0.048419087,0.046794553,0.045270312,0.043855181,0.042557328,0.041384227,0.040342624,0.039438496,0.038677021,0.038062557,0.037598614,0.037287841,0.03713201
5230,0.090548724,0.090391213,0.09007712,0.089608304,0.088987534,0.08821848,0.087305691,0.086254564,0.085071318,0.083762953,0.082337215,0.080802541,0.079168017,0.077443319,0.075638658,0.073764712,0.07183257,0.069853658,0.067839671,0.065802502,0.063754169,0.061706745,0.059672277,0.057662723,0.055689873,0.05376528,0.051900196,0.050105501,0.048391643,0.046768579,0.045245717,0.043831866,0.042535187,0.041363147,0.040322486,0.039419175,0.038658389,0.03804448,0.037580957,0.037270465,0.037114775
5231,0.090483216,0.090325846,0.090012037,0.089543642,0.08892343,0.088155069,0.087243101,0.08619292,0.08501074,0.083703554,0.0822791,0.08074581,0.07911276,0.077389619,0.075586586,0.073714333,0.071783936,0.069806812,0.067794645,0.065759318,0.063712838,0.061667265,0.059634638,0.057626903,0.055655837,0.053732986,0.05186959,0.050076519,0.048364212,0.046742616,0.045221132,0.043808561,0.042513054,0.041342075,0.040302355,0.03939986,0.038639762,0.038026409,0.037563304,0.037253093,0.037097544
5232,0.090417753,0.090260525,0.089946997,0.089479024,0.08885937,0.0880917,0.087180553,0.086131318,0.084950202,0.083644194,0.082221024,0.080689117,0.07905754,0.077335953,0.075534548,0.073663985,0.071735332,0.069759995,0.067749647,0.06571616,0.063671531,0.061627808,0.059597021,0.057591102,0.05562182,0.053700709,0.051838999,0.05004755,0.048336793,0.046716665,0.045196558,0.043785264,0.042490929,0.041321009,0.04028223,0.039380552,0.038621141,0.038008342,0.037545656,0.037235725,0.037080317
5233,0.090352335,0.090195248,0.089882002,0.08941445,0.088795354,0.088028375,0.087118048,0.086069757,0.084889705,0.083584874,0.082162987,0.080632461,0.079002356,0.077282323,0.075482543,0.07361367,0.071686759,0.069713207,0.067704676,0.065673028,0.063630248,0.061588375,0.059559424,0.05755532,0.055587821,0.053668449,0.051808423,0.050018596,0.048309387,0.046690726,0.045171994,0.043761977,0.042468813,0.041299951,0.040262111,0.039361249,0.038602525,0.03799028,0.037528013,0.037218362,0.037063094
5234,0.090286961,0.090130015,0.089817052,0.08934992,0.088731381,0.087965092,0.087055584,0.086008238,0.084829249,0.083525594,0.082104988,0.080575842,0.078947207,0.077228727,0.075430572,0.073563387,0.071638217,0.069666448,0.067659733,0.065629922,0.06358899,0.061548964,0.059521849,0.057519559,0.05555384,0.053636205,0.051777863,0.049989656,0.048281994,0.046664798,0.04514744,0.043738699,0.042446705,0.041278901,0.040242,0.039341952,0.038583914,0.037972223,0.037510373,0.037201002,0.037045875
5235,0.090221632,0.090064827,0.089752145,0.089285433,0.088667451,0.087901852,0.086993163,0.08594676,0.084768833,0.083466353,0.082047028,0.08051926,0.078892095,0.077175165,0.075378635,0.073513135,0.071589705,0.069619718,0.067614818,0.065586842,0.063547756,0.061509576,0.059484296,0.057483817,0.055519878,0.053603978,0.051747319,0.049960731,0.048254614,0.046638881,0.045122897,0.04371543,0.042424606,0.041257858,0.040221894,0.039322661,0.038565308,0.03795417,0.037492739,0.037183647,0.03702866
5236,0.090156347,0.089999683,0.089687283,0.089220991,0.088603565,0.087838655,0.086930784,0.085885323,0.084708458,0.083407151,0.081989106,0.080462716,0.078837019,0.077121639,0.07532673,0.073462916,0.071541224,0.069573018,0.06756993,0.065543788,0.063506547,0.061470211,0.059446763,0.057448096,0.055485934,0.053571769,0.05171679,0.049931819,0.048227247,0.046612976,0.045098364,0.043692171,0.042402514,0.041236822,0.040201796,0.039303376,0.038546708,0.037936123,0.037475108,0.037166297,0.037011449
5237,0.090091106,0.089934584,0.089622464,0.089156592,0.088539722,0.0877755,0.086868447,0.085823928,0.084648123,0.083347989,0.081931222,0.080406209,0.078781979,0.077068147,0.075274859,0.073412729,0.071492773,0.069526346,0.067525069,0.065500761,0.063465362,0.061430868,0.059409252,0.057412394,0.055452008,0.053539576,0.051686276,0.049902921,0.048199892,0.046587082,0.045073841,0.043668921,0.042380431,0.041215794,0.040181704,0.039284096,0.038528113,0.03791808,0.037457483,0.03714895,0.036994243
5238,0.090025911,0.089869529,0.08955769,0.089092237,0.088475922,0.087712389,0.086806152,0.085762574,0.084587828,0.083288866,0.081873377,0.08034974,0.078726975,0.07701469,0.075223022,0.073362574,0.071444353,0.069479704,0.067480236,0.065457759,0.063424202,0.061391549,0.059371763,0.057376711,0.0554181,0.0535074,0.051655778,0.049874037,0.04817255,0.0465612,0.045049329,0.04364568,0.042358356,0.041194773,0.040161619,0.039264823,0.038509524,0.037900042,0.037439862,0.037131608,0.036977041
5239,0.089960759,0.089804518,0.08949296,0.089027926,0.088412166,0.08764932,0.0867439,0.085701261,0.084527574,0.083229783,0.08181557,0.080293307,0.078672007,0.076961268,0.075171218,0.07331245,0.071395963,0.06943309,0.067435431,0.065414783,0.063383066,0.061352252,0.059334294,0.057341049,0.055384211,0.05347524,0.051625295,0.049845167,0.04814522,0.04653533,0.045024827,0.043622449,0.04233629,0.041173759,0.04014154,0.039245555,0.03849094,0.037882009,0.037422245,0.03711427,0.036959843
5240,0.089895652,0.089739552,0.089428274,0.088963659,0.088348453,0.087586293,0.086681689,0.08563999,0.08446736,0.083170739,0.081757801,0.080236912,0.078617075,0.076907881,0.075119447,0.073262359,0.071347604,0.069386505,0.067390653,0.065371833,0.063341954,0.061312979,0.059296847,0.057305406,0.05535034,0.053443098,0.051594827,0.049816312,0.048117904,0.04650947,0.045000335,0.043599226,0.042314232,0.041152753,0.040121468,0.039226294,0.038472361,0.037863981,0.037404633,0.037096937,0.036942649
5241,0.08983059,0.08967463,0.089363632,0.088899435,0.088284783,0.08752331,0.08661952,0.08557876,0.084407187,0.083111734,0.081700071,0.080180554,0.078562179,0.076854528,0.07506771,0.073212299,0.071299275,0.06933995,0.067345903,0.065328909,0.063300867,0.061273728,0.059259421,0.057269784,0.055316487,0.053410972,0.051564375,0.04978747,0.0480906,0.046483623,0.044975853,0.043576013,0.042292182,0.041131754,0.040101402,0.039207038,0.038453787,0.037845958,0.037387025,0.037079607,0.036925459
5242,0.089765571,0.089609752,0.089299034,0.088835255,0.088221156,0.087460369,0.086557393,0.085517571,0.084347053,0.083052769,0.081642379,0.080124233,0.078507319,0.07680121,0.075016005,0.073162272,0.071250977,0.069293423,0.06730118,0.06528601,0.063259804,0.0612345,0.059222017,0.057234181,0.055282653,0.053378863,0.051533939,0.049758642,0.048063309,0.046457787,0.044951382,0.043552809,0.04227014,0.041110763,0.040081343,0.039187789,0.038435219,0.03782794,0.037369422,0.037062282,0.036908273
5243,0.089700598,0.089544918,0.08923448,0.088771119,0.088157573,0.087397471,0.086495308,0.085456423,0.084286961,0.082993844,0.081584726,0.08006795,0.078452495,0.076747926,0.074964335,0.073112276,0.071202709,0.069246925,0.067256484,0.065243138,0.063218765,0.061195295,0.059184634,0.057198597,0.055248837,0.053346771,0.051503517,0.049729829,0.04803603,0.046431962,0.044926922,0.043529615,0.042248106,0.041089779,0.040061291,0.039168545,0.038416656,0.037809927,0.037351823,0.037044961,0.036891092
5244,0.089635668,0.089480129,0.08916997,0.088707026,0.088094032,0.087334615,0.086433266,0.085395316,0.084226908,0.082934957,0.081527111,0.080011703,0.078397707,0.076694677,0.074912697,0.073062312,0.071154472,0.069200457,0.067211816,0.065200292,0.063177751,0.061156112,0.059147272,0.057163034,0.055215039,0.053314696,0.051473111,0.049701029,0.048008765,0.046406149,0.044902471,0.04350643,0.042226081,0.041068802,0.040041245,0.039149307,0.038398099,0.037791918,0.037334229,0.037027645,0.036873914
5245,0.089570783,0.089415384,0.089105504,0.088642977,0.088030535,0.087271802,0.086371265,0.08533425,0.084166896,0.08287611,0.081469533,0.079955493,0.078342954,0.076641463,0.074861093,0.07301238,0.071106265,0.069154017,0.067167175,0.065157471,0.063136761,0.061116953,0.059109931,0.05712749,0.055181259,0.053282637,0.051442721,0.049672243,0.047981512,0.046380347,0.044878031,0.043483254,0.042204064,0.041047833,0.040021206,0.039130075,0.038379546,0.037773914,0.03731664,0.037010333,0.036856741
5246,0.089505942,0.089350683,0.089041082,0.088578971,0.087967081,0.087209032,0.086309305,0.085273226,0.084106924,0.082817302,0.081411995,0.079899321,0.078288238,0.076588283,0.074809522,0.07296248,0.071058088,0.069107606,0.067122562,0.065114677,0.063095796,0.061077816,0.059072611,0.057091966,0.055147498,0.053250595,0.051412345,0.049643472,0.047954271,0.046354557,0.044853602,0.043460087,0.042182056,0.041026871,0.040001173,0.039110849,0.038361,0.037755916,0.037299054,0.036993025,0.036839572
5247,0.089441145,0.089286026,0.088976704,0.088515009,0.087903671,0.087146304,0.086247388,0.085212243,0.084046992,0.082758534,0.081354494,0.079843186,0.078233557,0.076535138,0.074757984,0.072912612,0.071009942,0.069061224,0.067077976,0.065071908,0.063054855,0.061038702,0.059035313,0.057056461,0.055113755,0.05321857,0.051381986,0.049614714,0.047927044,0.046328778,0.044829182,0.043436929,0.042160056,0.041005916,0.039981147,0.039091629,0.038342458,0.037737922,0.037281474,0.036975721,0.036822408
5248,0.089376393,0.089221413,0.08891237,0.088451091,0.087840303,0.087083618,0.086185513,0.0851513,0.083987101,0.082699804,0.081297031,0.079787087,0.078178912,0.076482028,0.074706479,0.072862776,0.070961826,0.069014871,0.067033417,0.065029165,0.063013938,0.06099961,0.058998036,0.057020977,0.05508003,0.053186562,0.051351641,0.049585971,0.047899829,0.046303011,0.044804773,0.043413781,0.042138064,0.040984969,0.039961128,0.039072414,0.038323922,0.037719933,0.037263898,0.036958422,0.036805247
5249,0.089311684,0.089156844,0.08884808,0.088387216,0.087776978,0.087020975,0.086123679,0.085090399,0.083927249,0.082641114,0.081239607,0.079731026,0.078124303,0.076428952,0.074655008,0.072812971,0.07091374,0.068968547,0.066988886,0.064986448,0.062973045,0.060960542,0.05896078,0.056985511,0.055046323,0.053154571,0.051321312,0.049557241,0.047872627,0.046277256,0.044780375,0.043390642,0.04211608,0.04096403,0.039941115,0.039053206,0.038305391,0.037701948,0.037246327,0.036941127,0.036788091
5250,0.08924702,0.08909232,0.088783833,0.088323384,0.087713696,0.086958375,0.086061888,0.085029539,0.083867438,0.082582463,0.081182221,0.079675002,0.07806973,0.07637591,0.074603569,0.072763198,0.070865685,0.068922251,0.066944382,0.064943757,0.062932177,0.060921496,0.058923546,0.056950066,0.055012634,0.053122596,0.051290998,0.049528525,0.047845437,0.046251511,0.044755986,0.043367512,0.042094104,0.040943097,0.039921109,0.039034004,0.038286866,0.037683969,0.03722876,0.036923836,0.036770939
5251,0.0891824,0.089027839,0.08871963,0.088259596,0.087650458,0.086895817,0.086000138,0.08496872,0.083807667,0.082523851,0.081124873,0.079619015,0.078015193,0.076322903,0.074552164,0.072713457,0.07081766,0.068875985,0.066899905,0.064901091,0.062891333,0.060882473,0.058886332,0.056914641,0.054978964,0.053090638,0.0512607,0.049499824,0.047818261,0.046225778,0.044731608,0.043344392,0.042072137,0.040922172,0.039901109,0.039014808,0.038268346,0.037665995,0.037211197,0.03690655,0.036753791
5252,0.089117825,0.088963403,0.088655471,0.088195852,0.087587262,0.086833301,0.085938429,0.084907942,0.083747936,0.082465279,0.081067563,0.079563064,0.077960691,0.07626993,0.074500792,0.072663747,0.070769665,0.068829747,0.066855456,0.064858451,0.062850513,0.060843472,0.05884914,0.056879235,0.054945312,0.053058697,0.051230417,0.049471136,0.047791097,0.046200057,0.04470724,0.043321281,0.042050178,0.040901255,0.039881116,0.038995617,0.038249831,0.037648025,0.03719364,0.036889268,0.036736647
5253,0.089053293,0.08889901,0.088591356,0.088132151,0.087524109,0.086770828,0.085876763,0.084847204,0.083688245,0.082406745,0.081010291,0.079507151,0.077906225,0.076216992,0.074449453,0.07261407,0.070721701,0.068783538,0.066811034,0.064815837,0.062809717,0.060804495,0.058811969,0.056843848,0.054911678,0.053026772,0.051200149,0.049442463,0.047763945,0.046174347,0.044682883,0.043298179,0.042028228,0.040880345,0.03986113,0.038976433,0.038231322,0.037630061,0.037176086,0.03687199,0.036719507
5254,0.088988805,0.088834661,0.088527285,0.088068493,0.087460999,0.086708397,0.085815138,0.084786508,0.083628594,0.082348251,0.080953057,0.079451274,0.077851795,0.076164088,0.074398147,0.072564424,0.070673767,0.068737358,0.06676664,0.064773249,0.062768946,0.06076554,0.058774819,0.056808482,0.054878062,0.052994865,0.051169896,0.049413803,0.047736807,0.046148649,0.044658536,0.043275086,0.042006285,0.040859442,0.03984115,0.038957254,0.038212818,0.037612101,0.037158538,0.036854717,0.036702372
5255,0.088924362,0.088770356,0.088463257,0.088004878,0.087397932,0.086646008,0.085753555,0.084725853,0.083568983,0.082289795,0.080895861,0.079395435,0.0777974,0.076111219,0.074346875,0.072514809,0.070625863,0.068691206,0.066722272,0.064730687,0.062728199,0.060726607,0.058737691,0.056773135,0.054844464,0.052962974,0.051139659,0.049385157,0.047709681,0.046122962,0.044634199,0.043252003,0.041984351,0.040838547,0.039821177,0.038938081,0.038194319,0.037594147,0.037140994,0.036837448,0.036685241
5256,0.088859962,0.088706096,0.088399273,0.087941307,0.087334908,0.086583662,0.085692013,0.084665238,0.083509413,0.082231379,0.080838703,0.079339632,0.077743041,0.076058384,0.074295635,0.072465227,0.07057799,0.068645084,0.066677932,0.06468815,0.062687476,0.060687698,0.058700583,0.056737808,0.054810885,0.052931099,0.051109438,0.049356526,0.047682567,0.046097287,0.044609873,0.043228929,0.041962426,0.040817659,0.039801211,0.038918915,0.038175826,0.037576197,0.037123454,0.036820183,0.036668114
5257,0.088795606,0.088641879,0.088335332,0.08787778,0.087271927,0.086521358,0.085630514,0.084604664,0.083449882,0.082173002,0.080781584,0.079283866,0.077688718,0.076005584,0.074244428,0.072415676,0.070530146,0.06859899,0.066633619,0.064645639,0.062646777,0.060648811,0.058663497,0.0567025,0.054777324,0.052899242,0.051079231,0.049327908,0.047655467,0.046071623,0.044585557,0.043205864,0.041940508,0.040796779,0.039781251,0.038899754,0.038157338,0.037558252,0.037105919,0.036802923,0.036650991
5258,0.088731295,0.088577706,0.088271435,0.087814295,0.087208989,0.086459097,0.085569055,0.084544131,0.083390391,0.082114663,0.080724502,0.079228137,0.07763443,0.075952818,0.074193255,0.072366156,0.070482333,0.068552925,0.066589333,0.064603154,0.062606103,0.060609947,0.058626431,0.056667212,0.054743781,0.052867401,0.05104904,0.049299304,0.047628379,0.04604597,0.044561251,0.043182808,0.041918599,0.040775906,0.039761298,0.038880599,0.038138856,0.037540312,0.037088389,0.036785667,0.036633873
5259,0.088667027,0.088513576,0.088207582,0.087750854,0.087146093,0.086396877,0.085507639,0.084483639,0.08333094,0.082056364,0.080667458,0.079172445,0.077580178,0.075900086,0.074142114,0.072316669,0.07043455,0.068506888,0.066545075,0.064560695,0.062565453,0.060571105,0.058589387,0.056631943,0.054710256,0.052835577,0.051018864,0.049270714,0.047601304,0.046020329,0.044536955,0.043159762,0.041896698,0.04075504,0.039741351,0.03886145,0.038120379,0.037522377,0.037070863,0.036768415,0.036616758
5260,0.088602803,0.088449491,0.088143772,0.087687456,0.087083241,0.0863347,0.085446264,0.084423188,0.083271529,0.081998104,0.080610452,0.07911679,0.077525962,0.075847388,0.074091007,0.072267213,0.070386797,0.06846088,0.066500844,0.064518261,0.062524826,0.060532286,0.058552364,0.056596695,0.054676749,0.052803769,0.050988704,0.049242138,0.047574241,0.0459947,0.04451267,0.043136725,0.041874805,0.040734182,0.039721411,0.038842307,0.038101907,0.037504447,0.037053342,0.036751168,0.036599648
5261,0.088538623,0.088385449,0.088080006,0.087624101,0.087020431,0.086272565,0.08538493,0.084362778,0.083212158,0.081939882,0.080553484,0.079061171,0.077471781,0.075794725,0.074039932,0.072217788,0.070339075,0.068414901,0.06645664,0.064475853,0.062484224,0.06049349,0.058515362,0.056561465,0.05464326,0.052771979,0.050958558,0.049213577,0.047547191,0.045969081,0.044488395,0.043113697,0.041852921,0.040713331,0.039701478,0.03882317,0.038083441,0.037486522,0.037035825,0.036733925,0.036582543
5262,0.088474487,0.088321451,0.088016284,0.08756079,0.086957663,0.086210472,0.085323638,0.084302408,0.083152827,0.0818817,0.080496553,0.079005589,0.077417636,0.075742096,0.07398889,0.072168395,0.070291382,0.068368951,0.066412463,0.06443347,0.062443646,0.060454716,0.058478382,0.056526256,0.054609789,0.052740205,0.050928428,0.049185029,0.047520154,0.045943475,0.044464131,0.043090678,0.041831045,0.040692487,0.039681552,0.03880404,0.03806498,0.037468602,0.037018313,0.036716686,0.036565441
5263,0.088410395,0.088257497,0.087952605,0.087497521,0.086894939,0.086148422,0.085262388,0.084242079,0.083093536,0.081823557,0.080439661,0.078950044,0.077363526,0.075689502,0.073937881,0.072119034,0.07024372,0.068323029,0.066368313,0.064391113,0.062403093,0.060415965,0.058441422,0.056491066,0.054576337,0.052708447,0.050898314,0.049156495,0.047493129,0.04591788,0.044439877,0.043067669,0.041809177,0.040671651,0.039661631,0.038784914,0.038046524,0.037450686,0.037000806,0.036699452,0.036548344
5264,0.088346347,0.088193586,0.087888969,0.087434296,0.086832257,0.086086413,0.085201178,0.084181791,0.083034284,0.081765452,0.080382807,0.078894536,0.077309452,0.075636941,0.073886906,0.072069704,0.070196087,0.068277136,0.066324191,0.064348782,0.062362563,0.060377236,0.058404483,0.056455895,0.054542903,0.052676707,0.050868214,0.049127975,0.047466117,0.045892296,0.044415633,0.043044669,0.041787318,0.040650823,0.039641718,0.038765795,0.038028074,0.037432776,0.036983303,0.036682222,0.036531251
5265,0.088282342,0.08812972,0.087825377,0.087371114,0.086769618,0.086024447,0.085140011,0.084121543,0.082975072,0.081707386,0.08032599,0.078839064,0.077255413,0.075584415,0.073835963,0.072020405,0.070148485,0.068231272,0.066280095,0.064306477,0.062322058,0.06033853,0.058367566,0.056420745,0.054509486,0.052644983,0.05083813,0.049099468,0.047439118,0.045866724,0.044391399,0.043021678,0.041765467,0.040630002,0.039621811,0.038746682,0.038009629,0.03741487,0.036965805,0.036664996,0.036514162
5266,0.088218382,0.088065896,0.087761828,0.087307975,0.086707021,0.085962523,0.085078885,0.084061336,0.082915901,0.081649359,0.080269211,0.078783629,0.07720141,0.075531923,0.073785053,0.071971139,0.070100913,0.068185436,0.066236027,0.064264197,0.062281576,0.060299847,0.058330669,0.056385613,0.054476088,0.052613275,0.050808061,0.049070976,0.047412131,0.045841163,0.044367176,0.042998696,0.041743624,0.040609188,0.039601911,0.038727575,0.03799119,0.03739697,0.036948311,0.036647775,0.036497077
5267,0.088154465,0.088002117,0.087698323,0.087244879,0.086644467,0.08590064,0.0850178,0.08400117,0.082856769,0.081591371,0.08021247,0.07872823,0.077147442,0.075479465,0.073734176,0.071921903,0.070053371,0.068139629,0.066191986,0.064221942,0.062241119,0.060261186,0.058293794,0.056350502,0.054442708,0.052581584,0.050778008,0.049042498,0.047385158,0.045815613,0.044342963,0.042975724,0.041721789,0.040588382,0.039582018,0.038708474,0.037972756,0.037379074,0.036930822,0.036630558,0.036479997
5268,0.088090591,0.087938381,0.087634861,0.087181826,0.086581956,0.0858388,0.084956756,0.083941044,0.082797676,0.081533422,0.080155767,0.078672869,0.07709351,0.075427042,0.073683331,0.071872699,0.070005859,0.06809385,0.066147972,0.064179714,0.062200685,0.060222548,0.058256939,0.056315409,0.054409346,0.05254991,0.050747969,0.049014034,0.047358196,0.045790075,0.04431876,0.042952761,0.041699963,0.040567583,0.039562131,0.038689379,0.037954328,0.037361184,0.036913337,0.036613346,0.036462921
5269,0.088026762,0.087874689,0.087571442,0.087118816,0.086519487,0.085777002,0.084895754,0.083880959,0.082738624,0.081475511,0.080099101,0.078617544,0.077039613,0.075374652,0.07363252,0.071823527,0.069958377,0.0680481,0.066103985,0.06413751,0.062160276,0.060183932,0.058220106,0.056280337,0.054376002,0.052518253,0.050717946,0.048985583,0.047331248,0.045764549,0.044294568,0.042929807,0.041678145,0.040546791,0.039542251,0.03867029,0.037935905,0.037343298,0.036895858,0.036596138,0.036445849
5270,0.087962976,0.08781104,0.087508067,0.087055849,0.086457061,0.085715246,0.084834793,0.083820914,0.082679611,0.081417639,0.080042473,0.078562255,0.076985751,0.075322297,0.073581741,0.071774386,0.069910925,0.068002379,0.066060025,0.064095333,0.062119891,0.060145339,0.058183294,0.056245284,0.054342676,0.052486612,0.050687939,0.048957147,0.047304312,0.045739034,0.044270386,0.042906863,0.041656335,0.040526007,0.039522377,0.038651207,0.037917487,0.037325418,0.036878382,0.036578934,0.036428782
5271,0.087899233,0.087747435,0.087444735,0.086992925,0.086394677,0.085653532,0.084773874,0.08376091,0.082620637,0.081359806,0.079985883,0.078507003,0.076931925,0.075269976,0.073530995,0.071725276,0.069863503,0.067956686,0.066016092,0.064053181,0.06207953,0.060106768,0.058146502,0.05621025,0.054309369,0.052454988,0.050657946,0.048928724,0.047277388,0.04571353,0.044246214,0.042883928,0.041634534,0.04050523,0.03950251,0.038632129,0.037899075,0.037307542,0.036860912,0.036561735,0.036411718
5272,0.087835535,0.087683873,0.087381446,0.086930044,0.086332336,0.085591859,0.084712996,0.083700947,0.082561704,0.081302012,0.07992933,0.078451788,0.076878134,0.075217689,0.073480282,0.071676198,0.069816112,0.067911022,0.065972187,0.064011054,0.062039193,0.06006822,0.058109732,0.056175236,0.054276079,0.052423381,0.050627969,0.048900316,0.047250478,0.045688038,0.044222053,0.042861001,0.041612741,0.040484461,0.03948265,0.038613058,0.037880668,0.037289671,0.036843446,0.03654454,0.036394659
5273,0.08777188,0.087620355,0.087318201,0.086867206,0.086270037,0.085530229,0.084652159,0.083641024,0.08250281,0.081244256,0.079872815,0.078396609,0.076824379,0.075165436,0.073429602,0.071627152,0.06976875,0.067865386,0.065928308,0.063968953,0.06199888,0.060029694,0.058072983,0.056140242,0.054242807,0.05239179,0.050598007,0.048871921,0.047223579,0.045662557,0.044197901,0.042838085,0.041590956,0.040463699,0.039462797,0.038593993,0.037862266,0.037271805,0.036825984,0.036527349,0.036377605
5274,0.087708268,0.08755688,0.087254999,0.08680441,0.086207781,0.08546864,0.084591363,0.083581141,0.082443956,0.081186539,0.079816338,0.078341466,0.076770659,0.075113217,0.073378954,0.071578136,0.069721418,0.067819778,0.065884456,0.063926878,0.061958591,0.059991191,0.058036255,0.056105267,0.054209554,0.052360216,0.05056806,0.04884354,0.047196694,0.045637088,0.044173761,0.042815177,0.041569179,0.040442945,0.03944295,0.038574933,0.03784387,0.037253944,0.036808527,0.036510163,0.036360554
5275,0.0876447,0.087493448,0.08719184,0.086741658,0.086145567,0.085407094,0.084530608,0.083521299,0.082385141,0.081128861,0.079759898,0.078286361,0.076716974,0.075061032,0.073328339,0.071529152,0.069674116,0.067774199,0.065840631,0.063884828,0.061918326,0.05995271,0.057999547,0.056070311,0.054176318,0.052328658,0.050538128,0.048815173,0.047169821,0.04561163,0.04414963,0.042792279,0.041547411,0.040422198,0.03942311,0.03855588,0.03782548,0.037236089,0.036791075,0.036492981,0.036343508
5276,0.087581176,0.08743006,0.087128724,0.086678948,0.086083395,0.085345589,0.084469895,0.083461497,0.082326366,0.081071221,0.079703496,0.078231291,0.076663324,0.075008881,0.073277757,0.071480199,0.069626843,0.067728649,0.065796834,0.063842804,0.061878085,0.059914252,0.057962861,0.056035375,0.054143101,0.052297117,0.050508212,0.04878682,0.047142961,0.045586183,0.04412551,0.04276939,0.041525651,0.040401459,0.039403276,0.038536833,0.037807095,0.037218238,0.036773628,0.036475804,0.036326466
5277,0.087517695,0.087366716,0.087065651,0.086616282,0.086021266,0.085284126,0.084409223,0.083401736,0.08226763,0.08101362,0.079647132,0.078176258,0.07660971,0.074956764,0.073227208,0.071431278,0.069579601,0.067683127,0.065753063,0.063800805,0.061837868,0.059875817,0.057926196,0.056000459,0.054109901,0.052265592,0.050478311,0.048758481,0.047116114,0.045560748,0.0441014,0.04274651,0.0415039,0.040380726,0.039383449,0.038517792,0.037788715,0.037200392,0.036756185,0.036458631,0.036309429
5278,0.087454257,0.087303414,0.087002621,0.086553658,0.085959179,0.085222705,0.084348592,0.083342015,0.082208934,0.080956058,0.079590805,0.078121262,0.076556131,0.074904682,0.073176691,0.071382388,0.069532389,0.067637634,0.065709319,0.063758831,0.061797675,0.059837403,0.057889551,0.055965562,0.05407672,0.052234085,0.050448425,0.048730156,0.047089279,0.045535324,0.0440773,0.04272364,0.041482156,0.040360002,0.039363629,0.038498756,0.037770341,0.037182551,0.036738747,0.036441463,0.036292396
5279,0.087390863,0.087240157,0.086939635,0.086491077,0.085897135,0.085161325,0.084288002,0.083282335,0.082150277,0.080898533,0.079534516,0.078066302,0.076502587,0.074852633,0.073126207,0.071333529,0.069485206,0.067592168,0.065665602,0.063716883,0.061757505,0.059799012,0.057852928,0.055930684,0.054043556,0.052202593,0.050418554,0.048701844,0.047062456,0.045509912,0.044053211,0.042700778,0.041460421,0.040339285,0.039343815,0.038479727,0.037751972,0.037164715,0.036721313,0.036424299,0.036275367
5280,0.087327512,0.087176942,0.086876692,0.086428538,0.085835133,0.085099987,0.084227453,0.083222694,0.08209166,0.080841048,0.079478264,0.078011378,0.076449079,0.074800618,0.073075755,0.071284702,0.069438054,0.067546732,0.065621912,0.063674961,0.06171736,0.059760644,0.057816325,0.055895826,0.054010411,0.052171119,0.050388699,0.048673547,0.047035647,0.045484511,0.044029132,0.042677926,0.041438694,0.040318575,0.039324008,0.038460704,0.037733608,0.037146884,0.036703884,0.036407139,0.036258342
5281,0.087264205,0.087113771,0.086813791,0.086366042,0.085773173,0.085038692,0.084166945,0.083163095,0.082033083,0.080783601,0.079422049,0.077956491,0.076395605,0.074748637,0.073025337,0.071235905,0.069390931,0.067501324,0.065578249,0.063633063,0.061677239,0.059722298,0.057779743,0.055860987,0.053977283,0.052139661,0.050358858,0.048645263,0.04700885,0.045459122,0.044005063,0.042655084,0.041416976,0.040297872,0.039304208,0.038441686,0.03771525,0.037129058,0.03668646,0.036389984,0.036241321
